name,type,lng,lat
天津珍舒堂耳健康中心,医疗保健服务;医疗保健服务场所;医疗保健服务场所,117.19511247255748,39.150146151104686
国医堂门诊部(瑞海名苑店),医疗保健服务;诊所;诊所,117.19344089891064,39.14255808826958
夏时根专业修脚坊(金海道店),医疗保健服务;医疗保健服务场所;医疗保健服务场所,117.19474374435787,39.15153674845551
鸿顺里社区卫生服务站,医疗保健服务;综合医院;卫生院,117.18182460725805,39.15812922558172
鼓楼街社区卫生服务中心发热门诊,医疗保健服务;医疗保健服务场所;医疗保健服务场所,117.17039446173725,39.14367600322036
天津市中医药研究院附属医院健康管理中心,医疗保健服务;综合医院;三级甲等医院,117.16957569207544,39.145487389299426
鼓楼街社区卫生服务中心,医疗保健服务;综合医院;卫生院,117.17035538857417,39.143673931648294
老百姓大药房(金纬路店),医疗保健服务;医药保健销售店;药房,117.19559830232826,39.1492964076472
天津市水阁医院,医疗保健服务;专科医院;专科医院,117.17010490320102,39.14378839599659
美奥口腔(天津总院),医疗保健服务;专科医院;口腔医院,117.17793414939314,39.13812722768914
奇正健康藏方养生中心(天街古玩珠宝城店),医疗保健服务;医疗保健服务场所;医疗保健服务场所,117.17287249996379,39.140549486205224
天津捷尔美医疗美容,医疗保健服务;专科医院;整形美容,117.176404296211,39.138556184676126
驾照体检点,医疗保健服务;医疗保健服务场所;医疗保健服务场所,117.16920197424797,39.14559962429046
世龙世家手足健康护理连锁(金纬路店),医疗保健服务;医疗保健服务场所;医疗保健服务场所,117.19595697344592,39.148173628875284
天津河北春晖口腔门诊部,医疗保健服务;专科医院;口腔医院,117.19352657208222,39.15409631423876
天津河北春晖口腔门诊部,医疗保健服务;专科医院;口腔医院,117.19352657208222,39.15409631423876
佰草堂,医疗保健服务;医药保健销售店;药房,117.1897592592394,39.15694852957486
聚源医疗器械贸易有限公司,医疗保健服务;医药保健销售店;医疗保健用品,117.19047164146743,39.13930226815982
佰年仁医堂中医馆,医疗保健服务;诊所;诊所,117.17712067505371,39.138041801010104
大慈中医,医疗保健服务;诊所;诊所,117.17212908449757,39.140757982669044
天津市红桥区三条石街尚都家园社区卫生服务站,医疗保健服务;医疗保健服务场所;医疗保健服务场所,117.1748841620564,39.1569363898087
自然之声助听器(狮子林店),医疗保健服务;医药保健销售店;医疗保健用品,117.19627250616755,39.14761944149202
佰年仁医堂,医疗保健服务;医药保健销售店;药房,117.177080605522,39.13801174614689
老百姓大药房(金海道一分公司店),医疗保健服务;医药保健销售店;药房,117.19540370079895,39.151772627687734
河北金纬门诊部,医疗保健服务;诊所;诊所,117.1938771087096,39.15409386764286
梵疗愈,医疗保健服务;医疗保健服务场所;医疗保健服务场所,117.18971250019887,39.13862742612348
佑鑫健康,医疗保健服务;医疗保健服务场所;医疗保健服务场所,117.184603383176,39.15878570485087
雅泰口腔,医疗保健服务;专科医院;口腔医院,117.19575821601302,39.15185012554255
埋白医疗美容诊所,医疗保健服务;专科医院;整形美容,117.1898727701663,39.13854873791048
海之声助听器(天津河北旗舰中心店),医疗保健服务;医药保健销售店;医疗保健用品,117.1966972096635,39.146946488221815
济和堂大药房(金海花园店),医疗保健服务;医药保健销售店;药房,117.19586936866224,39.15193924234216
福润康健康管理中心 (德云店),医疗保健服务;医药保健销售店;药房,117.19128996719759,39.13915868832226
北京同仁堂健康药业(泰达荟店),医疗保健服务;医药保健销售店;药房,117.17986779796992,39.13694842538556
彭世修脚(大同里店),医疗保健服务;医疗保健服务场所;医疗保健服务场所,117.19257687290784,39.15592071831109
一百岁中医诊所,医疗保健服务;诊所;诊所,117.1897335811716,39.13825768357535
彭世修脚(大同里店),医疗保健服务;医疗保健服务场所;医疗保健服务场所,117.19257687290784,39.15592071831109
一百岁中医诊所,医疗保健服务;诊所;诊所,117.1897335811716,39.13825768357535
馨美惠医疗美容,医疗保健服务;专科医院;整形美容,117.17119432983853,39.14078722825004
天津市河北区庆安门诊部,医疗保健服务;诊所;诊所,117.19022935895426,39.13845138315827
天津仁汇前线诊所,医疗保健服务;诊所;诊所,117.19661027817705,39.145405280952936
天津德信行大药房有限公司第十二店,医疗保健服务;医药保健销售店;药房,117.1679866035266,39.146230974185364
鼓楼街天康园社区卫生服务站,医疗保健服务;综合医院;卫生院,117.1687834075799,39.1438518910484
天士力大药房(天津黄纬路分店),医疗保健服务;医药保健销售店;药房,117.1840463664448,39.159203488539475
老百姓大药房(旺海店),医疗保健服务;医药保健销售店;药房,117.1949933098653,39.1421097855025
三品家老味儿卤肉坊,医疗保健服务;医疗保健服务场所;医疗保健服务场所,117.19513405131624,39.153734040530225
舍艺修脚(金海道店),医疗保健服务;医疗保健服务场所;医疗保健服务场所,117.19617279691985,39.152077622494744
臻养元健康管理(天津泰达荟店),医疗保健服务;医疗保健服务场所;医疗保健服务场所,117.18077046489047,39.136555276721076
古法养生,医疗保健服务;医疗保健服务场所;医疗保健服务场所,117.19713051827054,39.149457636666796
天津市河北区知愈门诊,医疗保健服务;诊所;诊所,117.18378288545638,39.15938692014402
德国科德曼(天津)步态健康中心,医疗保健服务;医疗保健服务场所;医疗保健服务场所,117.16777124192252,39.14587978189201
中国人民解放军联勤保障部队第九八三医院驾驶员体检中心,医疗保健服务;综合医院;三级甲等医院,117.18596467181307,39.159130845756515
健康管理中心,医疗保健服务;医疗保健服务场所;医疗保健服务场所,117.18579337566877,39.159166530822496
和安门诊,医疗保健服务;诊所;诊所,117.18937405912253,39.137758389645896
瑞澄大药房(平安街店),医疗保健服务;医药保健销售店;药房,117.19020837083559,39.13808956658949
爱它宠物诊所,医疗保健服务;动物医疗场所;宠物诊所,117.19473501355827,39.14138881842181
爱它宠物诊所,医疗保健服务;动物医疗场所;宠物诊所,117.19473501355827,39.14138881842181
杨记修脚(中山路店),医疗保健服务;医疗保健服务场所;医疗保健服务场所,117.19297846190352,39.15619519454385
美乐家健康生活馆(天津馆),医疗保健服务;医药保健销售店;医疗保健用品,117.19237666299226,39.13928836176233
中国人民解放军联勤保障部队第九八三医院体检中心-PETCT,医疗保健服务;综合医院;三级甲等医院,117.18565712778826,39.15928922391812
阿福.24小时宠物医院(医保定点医院),医疗保健服务;动物医疗场所;宠物诊所,117.19691678560046,39.14490304477248
老百姓大药房(北城街店),医疗保健服务;医疗保健服务场所;医疗保健服务场所,117.16859814068457,39.14320393386143
桂生堂大药房,医疗保健服务;医药保健销售店;药房,117.19249885991714,39.139239586638276
悦尔美医疗美容,医疗保健服务;专科医院;整形美容,117.1902164057746,39.13791568451543
天津赫拉天使医疗美容诊所,医疗保健服务;专科医院;整形美容,117.1678617216745,39.151321693344734
天津市不孕不育研究治疗中心,医疗保健服务;专科医院;专科医院,117.18557496436974,39.159471974031504
圣福瑞,医疗保健服务;医疗保健服务场所;医疗保健服务场所,117.17077660489322,39.140322730167284
敬一堂药房(北城街店),医疗保健服务;医药保健销售店;药房,117.16841178884647,39.14320858272594
功夫肩颈悦养空间(仁恒店),医疗保健服务;医疗保健服务场所;医疗保健服务场所,117.18523030367115,39.1363262421807
卿雅堂健康管理中心,医疗保健服务;医疗保健服务场所;医疗保健服务场所,117.19686383573594,39.15181582541385
国医仲景金狮家园,医疗保健服务;医疗保健服务场所;医疗保健服务场所,117.19771057700513,39.14764358951288
国医仲景艾灸馆(金狮家园店),医疗保健服务;医疗保健服务场所;医疗保健服务场所,117.19774562580685,39.14765163681023
怡然美口腔门诊,医疗保健服务;专科医院;口腔医院,117.18981580440429,39.13754724717603
北京同仁堂(仁恒伊势丹店),医疗保健服务;医药保健销售店;药房,117.18470642127441,39.136184422250274
伍泰堂大药房(狮子林大街店),医疗保健服务;医药保健销售店;药房,117.19784075742339,39.1476787618805
达仁堂养生坊,医疗保健服务;综合医院;综合医院,117.19321578724895,39.156522376177435
